子掉落ID	随机策略	随机次数	道具掉落ID	道具掉落权重	道具掉落数量区间
2331		3	62241	79	1
2331		3	51231	99	1
2331		3	51251	99	1
2331		3	53231	99	1
2331		3	53251	99	1
2331		3	59221	99	1
2331		3	59241	99	1
2331		3	61221	99	1
2331		3	61241	99	1
2331		3	63221	99	1
2331		3	63241	99	1
2331		3	51221	149	1
2331		3	51241	149	1
2331		3	53221	149	1
2331		3	53241	149	1
3031260			202	10000	1200,3600
